LSOA21CD,All categories: Number of bedrooms_weighted,No bedrooms_weighted,1 bedroom_weighted,2 bedrooms_weighted,3 bedrooms_weighted,4 bedrooms_weighted,5 or more bedrooms_weighted
E01002778,743.0,1.0,211.0,323.0,163.0,33.0,12.0
E01002779,820.0,5.0,324.0,322.0,111.0,34.0,24.0
E01002780,763.0,2.0,303.0,273.0,116.0,39.0,30.0
E01002781,598.0,0.0,180.0,232.0,148.0,28.0,10.0
E01002782,616.0,3.0,135.0,234.0,192.0,49.0,3.0
E01002783,718.0,3.0,320.0,263.0,94.0,30.0,8.0
E01002784,732.0,4.0,215.0,293.0,137.0,61.0,22.0
E01002785,840.0,7.0,246.0,257.0,132.0,92.0,106.0
E01002786,828.0,2.0,373.0,284.0,109.0,31.0,29.0
E01002787,578.0,7.0,182.0,200.0,127.0,42.0,20.0
E01002788,916.0,2.0,398.0,312.0,96.0,52.0,56.0
E01002789,810.0,0.0,234.0,229.0,147.0,115.0,85.0
E01002790,706.0,1.0,299.0,199.0,164.0,33.0,10.0
E01002791,762.0,5.0,190.0,359.0,116.0,66.0,26.0
E01002792,877.0,5.0,291.0,317.0,162.0,80.0,22.0
E01002793,957.0,2.0,394.0,302.0,185.0,49.0,25.0
E01002794,862.0,5.0,300.0,260.0,206.0,77.0,14.0
E01002795,863.0,0.0,224.0,356.0,174.0,76.0,33.0
E01002796,496.0,5.0,199.0,136.0,69.0,55.0,32.0
E01002797,872.0,0.0,296.0,357.0,156.0,56.0,7.0
E01002798,922.0,3.0,183.0,436.0,220.0,67.0,13.0
E01002799,880.0,7.0,307.0,341.0,188.0,35.0,2.0
E01002800,435.0,1.0,143.0,188.0,89.0,12.0,2.0
E01002801,806.0,6.0,282.0,272.0,158.0,66.0,22.0
E01002802,706.0,6.0,196.0,243.0,177.0,68.0,16.0
E01002804,754.0,6.0,280.0,233.0,170.0,50.0,15.0
E01002805,758.0,3.0,335.0,261.0,98.0,40.0,21.0
E01002806,721.0,3.0,218.0,161.0,238.0,81.0,20.0
E01002807,824.0,5.0,326.0,270.0,160.0,37.0,26.0
E01002808,857.0,2.0,288.0,350.0,146.0,52.0,19.0
E01002809,700.0,0.0,274.0,180.0,153.0,65.0,28.0
E01002810,748.0,6.0,272.0,265.0,122.0,56.0,27.0
E01002811,694.0,2.0,252.0,178.0,192.0,55.0,15.0
E01002812,895.0,15.0,320.0,379.0,124.0,44.0,13.0
E01002813,835.0,6.0,224.0,259.0,146.0,133.0,67.0
E01002814,905.0,11.0,279.0,427.0,133.0,33.0,22.0
E01002815,755.0,8.0,307.0,299.0,87.0,35.0,19.0
E01002816,693.0,16.0,233.0,165.0,174.0,88.0,17.0
E01002817,709.0,0.0,121.0,235.0,146.0,130.0,77.0
E01002818,1170.0,24.0,470.0,419.0,149.0,77.0,31.0
E01002819,853.0,5.0,287.0,315.0,123.0,71.0,52.0
E01002821,692.0,3.0,186.0,236.0,153.0,67.0,47.0
E01002823,701.0,5.0,234.0,291.0,115.0,30.0,26.0
E01002824,684.0,4.0,233.0,206.0,118.0,67.0,56.0
E01002825,827.0,10.0,139.0,278.0,217.0,120.0,63.0
E01002826,798.0,11.0,281.0,276.0,146.0,68.0,16.0
E01002827,903.0,10.0,257.0,273.0,200.0,100.0,63.0
E01002828,710.0,6.0,283.0,210.0,125.0,40.0,46.0
E01002829,788.0,8.0,406.0,231.0,106.0,27.0,10.0
E01002830,917.0,10.0,456.0,305.0,103.0,28.0,15.0
E01002831,961.0,14.0,420.0,278.0,202.0,35.0,12.0
E01002832,910.0,11.0,353.0,402.0,101.0,35.0,8.0
E01002833,793.0,2.0,331.0,326.0,91.0,27.0,16.0
E01002834,718.0,12.0,257.0,284.0,103.0,36.0,26.0
E01002835,784.0,2.0,193.0,350.0,142.0,64.0,33.0
E01002836,795.0,9.0,346.0,307.0,98.0,19.0,16.0
E01002837,717.0,3.0,258.0,242.0,128.0,54.0,32.0
E01002839,978.0,22.0,542.0,300.0,82.0,18.0,14.0
E01002840,691.0,6.0,172.0,360.0,121.0,21.0,11.0
E01002841,712.0,5.0,297.0,238.0,98.0,58.0,16.0
E01002842,514.0,12.0,123.0,231.0,109.0,34.0,5.0
E01002843,610.0,0.0,227.0,255.0,106.0,18.0,4.0
E01002844,745.0,7.0,262.0,230.0,127.0,65.0,54.0
E01002845,738.0,10.0,365.0,164.0,127.0,57.0,15.0
E01002846,781.0,14.0,419.0,297.0,37.0,5.0,9.0
E01002847,872.0,20.0,384.0,359.0,80.0,21.0,8.0
E01002848,894.0,19.0,402.0,386.0,61.0,19.0,7.0
E01002849,787.0,5.0,278.0,353.0,106.0,38.0,7.0
E01002850,682.0,6.0,262.0,220.0,124.0,40.0,30.0
E01002851,918.0,15.0,530.0,296.0,66.0,5.0,6.0
E01002852,861.0,13.0,369.0,274.0,161.0,35.0,9.0
E01002853,470.0,3.0,225.0,98.0,112.0,27.0,5.0
E01002854,488.0,7.0,187.0,180.0,105.0,6.0,3.0
E01002855,764.0,30.0,314.0,194.0,176.0,45.0,5.0
E01002856,941.0,19.0,541.0,215.0,112.0,46.0,8.0
E01002857,580.0,11.0,200.0,243.0,99.0,22.0,5.0
E01002858,749.0,16.0,398.0,217.0,87.0,31.0,0.0
E01002859,866.0,2.0,311.0,344.0,135.0,48.0,26.0
E01002860,777.0,2.0,233.0,219.0,205.0,86.0,32.0
E01002861,771.0,5.0,272.0,234.0,181.0,52.0,27.0
E01002862,977.0,6.0,591.0,286.0,76.0,14.0,4.0
E01002863,792.0,3.0,209.0,337.0,161.0,55.0,27.0
E01002864,580.0,2.0,50.0,161.0,167.0,112.0,88.0
E01002865,544.0,0.0,66.0,157.0,135.0,69.0,117.0
E01002866,848.0,9.0,293.0,364.0,101.0,24.0,57.0
E01002867,998.0,14.0,400.0,420.0,93.0,42.0,29.0
E01002868,725.0,1.0,131.0,218.0,141.0,128.0,106.0
E01002869,768.0,3.0,264.0,354.0,88.0,31.0,28.0
E01002870,693.0,18.0,302.0,193.0,138.0,37.0,5.0
E01002871,742.0,5.0,203.0,178.0,174.0,108.0,74.0
E01002872,726.0,9.0,274.0,221.0,172.0,36.0,14.0
E01002873,632.0,4.0,185.0,183.0,138.0,89.0,33.0
E01002874,648.0,3.0,269.0,175.0,85.0,48.0,68.0
E01002875,681.0,8.0,246.0,200.0,69.0,59.0,99.0
E01002876,744.0,8.0,178.0,243.0,145.0,122.0,48.0
E01002877,647.0,3.0,149.0,279.0,160.0,45.0,11.0
E01002878,868.0,16.0,396.0,294.0,137.0,15.0,10.0
E01002879,695.0,6.0,301.0,204.0,142.0,35.0,7.0
E01002880,653.0,19.0,211.0,253.0,157.0,11.0,2.0
E01002881,544.0,6.0,132.0,162.0,204.0,37.0,3.0
E01002882,703.0,12.0,264.0,255.0,89.0,27.0,56.0
E01002883,802.0,12.0,209.0,332.0,127.0,65.0,57.0
E01002884,710.0,17.0,366.0,218.0,64.0,24.0,21.0
E01002885,950.0,15.0,475.0,365.0,65.0,16.0,14.0
E01002886,781.0,10.0,296.0,239.0,109.0,58.0,69.0
E01002887,807.0,4.0,330.0,309.0,106.0,44.0,14.0
E01002888,1149.0,6.0,479.0,460.0,171.0,23.0,10.0
E01002889,579.0,5.0,128.0,280.0,97.0,45.0,24.0
E01002890,705.0,0.0,78.0,134.0,192.0,164.0,137.0
E01002891,718.0,3.0,185.0,238.0,188.0,61.0,43.0
E01002892,920.0,5.0,301.0,390.0,171.0,49.0,4.0
E01002893,987.0,12.0,404.0,439.0,90.0,26.0,16.0
E01002894,773.0,4.0,291.0,332.0,122.0,15.0,9.0
E01002896,875.0,7.0,250.0,407.0,102.0,42.0,67.0
E01002897,732.0,7.0,281.0,274.0,120.0,36.0,14.0
E01002898,739.0,6.0,197.0,264.0,154.0,64.0,54.0
E01002899,768.0,14.0,306.0,308.0,92.0,32.0,16.0
E01002900,682.0,6.0,185.0,177.0,162.0,85.0,67.0
E01002901,580.0,7.0,262.0,149.0,90.0,29.0,43.0
E01002902,1009.0,8.0,419.0,403.0,122.0,46.0,11.0
E01002903,691.0,2.0,125.0,145.0,198.0,162.0,59.0
E01002904,524.0,2.0,211.0,178.0,96.0,28.0,9.0
E01002905,672.0,6.0,227.0,258.0,120.0,46.0,15.0
E01002906,707.0,1.0,187.0,267.0,193.0,53.0,6.0
E01002907,551.0,4.0,139.0,263.0,120.0,21.0,4.0
E01002908,602.0,2.0,202.0,165.0,120.0,86.0,27.0
E01002909,1152.0,14.0,538.0,381.0,157.0,33.0,29.0
E01002910,756.0,5.0,295.0,280.0,61.0,50.0,65.0
E01002911,767.0,1.0,174.0,258.0,141.0,100.0,93.0
E01002912,809.0,6.0,216.0,329.0,129.0,100.0,29.0
E01002913,932.0,3.0,295.0,336.0,169.0,89.0,40.0
E01002914,741.0,4.0,280.0,167.0,146.0,91.0,53.0
E01002915,479.0,2.0,19.0,67.0,276.0,85.0,30.0
E01002916,520.0,1.0,10.0,41.0,304.0,127.0,37.0
E01002917,497.0,0.0,8.0,46.0,260.0,145.0,38.0
E01002918,615.0,0.0,3.0,64.0,521.0,18.0,9.0
E01002919,669.0,3.0,110.0,180.0,304.0,49.0,23.0
E01002920,593.0,0.0,40.0,83.0,311.0,121.0,38.0
E01002921,857.0,9.0,367.0,358.0,70.0,38.0,15.0
E01002922,725.0,6.0,163.0,184.0,147.0,166.0,59.0
E01002923,777.0,7.0,342.0,266.0,86.0,43.0,33.0
E01002924,560.0,1.0,32.0,31.0,216.0,196.0,84.0
E01002925,796.0,5.0,295.0,297.0,137.0,46.0,16.0
E01002926,590.0,4.0,23.0,111.0,292.0,127.0,33.0
E01002927,614.0,1.0,67.0,133.0,301.0,83.0,29.0
E01002928,660.0,2.0,161.0,169.0,176.0,108.0,44.0
E01002929,635.0,2.0,71.0,77.0,182.0,228.0,75.0
E01002930,683.0,1.0,119.0,201.0,245.0,91.0,26.0
E01002931,654.0,0.0,37.0,68.0,358.0,157.0,34.0
E01002932,678.0,0.0,166.0,282.0,164.0,50.0,16.0
E01002933,807.0,3.0,197.0,231.0,265.0,87.0,24.0
E01002934,649.0,0.0,42.0,101.0,305.0,149.0,52.0
E01002935,775.0,3.0,177.0,306.0,146.0,80.0,63.0
E01002937,645.0,0.0,33.0,216.0,278.0,76.0,42.0
E01002938,782.0,2.0,77.0,255.0,317.0,103.0,28.0
E01002939,605.0,0.0,46.0,131.0,364.0,53.0,11.0
E01002940,604.0,2.0,15.0,223.0,314.0,38.0,12.0
E01002941,628.0,1.0,88.0,99.0,325.0,94.0,21.0
E01002942,522.0,0.0,12.0,91.0,342.0,61.0,16.0
E01002943,507.0,0.0,10.0,107.0,310.0,67.0,13.0
E01002944,508.0,0.0,29.0,62.0,374.0,31.0,12.0
E01002945,655.0,0.0,50.0,257.0,276.0,62.0,10.0
E01002946,603.0,0.0,13.0,210.0,306.0,62.0,12.0
E01002947,597.0,0.0,16.0,123.0,345.0,87.0,26.0
E01002948,784.0,1.0,67.0,246.0,345.0,105.0,20.0
E01002949,677.0,1.0,13.0,158.0,357.0,118.0,30.0
E01002950,719.0,4.0,114.0,376.0,186.0,26.0,13.0
E01002951,624.0,1.0,59.0,216.0,117.0,178.0,53.0
E01002952,486.0,2.0,8.0,35.0,72.0,176.0,193.0
E01002953,453.0,0.0,22.0,54.0,109.0,136.0,132.0
E01002954,565.0,0.0,171.0,252.0,73.0,32.0,37.0
E01002955,513.0,1.0,54.0,132.0,131.0,111.0,84.0
E01002956,437.0,1.0,12.0,28.0,160.0,124.0,112.0
E01002957,608.0,1.0,46.0,247.0,213.0,74.0,27.0
E01002958,659.0,0.0,43.0,188.0,330.0,80.0,18.0
E01002959,479.0,1.0,7.0,25.0,131.0,200.0,115.0
E01002960,574.0,2.0,37.0,71.0,260.0,144.0,60.0
E01002961,609.0,1.0,10.0,58.0,291.0,171.0,78.0
E01002962,511.0,1.0,29.0,39.0,353.0,62.0,27.0
E01002963,768.0,6.0,184.0,309.0,145.0,81.0,43.0
E01002964,982.0,4.0,348.0,353.0,167.0,70.0,40.0
E01002965,1071.0,6.0,252.0,450.0,199.0,96.0,68.0
E01002966,744.0,1.0,120.0,227.0,228.0,102.0,66.0
E01002967,958.0,2.0,225.0,520.0,134.0,54.0,23.0
E01002968,1123.0,9.0,252.0,524.0,217.0,82.0,39.0
E01002969,756.0,5.0,279.0,277.0,178.0,11.0,6.0
E01002970,570.0,3.0,64.0,119.0,331.0,37.0,16.0
E01002971,705.0,0.0,127.0,264.0,223.0,62.0,29.0
E01002972,828.0,3.0,193.0,399.0,142.0,73.0,18.0
E01002973,465.0,2.0,27.0,81.0,296.0,48.0,11.0
E01002974,726.0,1.0,157.0,149.0,238.0,134.0,47.0
E01002975,483.0,2.0,10.0,76.0,267.0,106.0,22.0
E01002976,641.0,0.0,8.0,59.0,491.0,73.0,10.0
E01002977,654.0,0.0,116.0,142.0,281.0,92.0,23.0
E01002978,684.0,0.0,40.0,110.0,339.0,142.0,53.0
E01002979,614.0,0.0,121.0,63.0,246.0,154.0,30.0
E01002980,482.0,1.0,8.0,55.0,285.0,111.0,22.0
E01002981,518.0,0.0,7.0,36.0,274.0,150.0,51.0
E01002982,517.0,0.0,22.0,86.0,254.0,127.0,28.0
E01002983,595.0,1.0,4.0,53.0,351.0,160.0,26.0
E01002984,604.0,1.0,136.0,148.0,161.0,83.0,75.0
E01002985,603.0,0.0,50.0,155.0,319.0,58.0,21.0
E01002986,471.0,0.0,31.0,70.0,227.0,97.0,46.0
E01002987,844.0,7.0,334.0,403.0,71.0,22.0,7.0
E01002988,572.0,2.0,185.0,225.0,81.0,35.0,44.0
E01002989,909.0,4.0,284.0,395.0,138.0,57.0,31.0
E01002990,937.0,6.0,334.0,449.0,85.0,44.0,19.0
E01002991,710.0,5.0,162.0,201.0,137.0,125.0,80.0
E01002992,438.0,1.0,86.0,86.0,161.0,71.0,33.0
E01002993,867.0,2.0,331.0,431.0,78.0,18.0,7.0
E01002994,602.0,2.0,115.0,187.0,100.0,127.0,71.0
E01002995,602.0,0.0,92.0,191.0,90.0,121.0,108.0
E01002996,589.0,2.0,91.0,124.0,239.0,97.0,36.0
E01002997,588.0,0.0,94.0,144.0,169.0,113.0,68.0
E01002998,612.0,1.0,72.0,223.0,240.0,53.0,23.0
E01002999,743.0,14.0,242.0,393.0,61.0,25.0,8.0
E01003000,587.0,1.0,80.0,130.0,297.0,59.0,20.0
E01003001,627.0,0.0,13.0,77.0,438.0,82.0,17.0
E01003002,783.0,4.0,99.0,374.0,242.0,50.0,14.0
E01003003,574.0,1.0,76.0,164.0,263.0,57.0,13.0
E01003004,591.0,2.0,30.0,112.0,346.0,89.0,12.0
E01003005,570.0,0.0,4.0,201.0,306.0,50.0,9.0
E01003006,611.0,1.0,24.0,209.0,167.0,157.0,53.0
E01003007,549.0,0.0,8.0,53.0,348.0,114.0,26.0
E01003008,514.0,0.0,5.0,43.0,360.0,80.0,26.0
E01003009,773.0,0.0,94.0,296.0,212.0,130.0,41.0
E01003010,554.0,0.0,47.0,111.0,137.0,142.0,117.0
E01003011,730.0,3.0,108.0,261.0,204.0,106.0,48.0
E01003013,854.0,2.0,395.0,345.0,95.0,15.0,2.0
E01003014,678.0,4.0,193.0,256.0,173.0,35.0,17.0
E01003015,730.0,9.0,221.0,287.0,165.0,39.0,9.0
E01003016,526.0,2.0,169.0,226.0,83.0,26.0,20.0
E01003017,862.0,3.0,290.0,342.0,192.0,25.0,10.0
E01003018,999.0,5.0,402.0,352.0,158.0,43.0,39.0
E01003019,914.0,3.0,204.0,370.0,217.0,88.0,32.0
E01003020,771.0,1.0,203.0,289.0,155.0,88.0,35.0
E01003021,663.0,4.0,197.0,230.0,158.0,65.0,9.0
E01003022,770.0,1.0,220.0,240.0,212.0,67.0,30.0
E01003023,1063.0,4.0,258.0,460.0,273.0,52.0,16.0
E01003024,766.0,8.0,186.0,402.0,129.0,35.0,6.0
E01003025,842.0,1.0,239.0,277.0,219.0,80.0,26.0
E01003026,656.0,2.0,133.0,286.0,96.0,75.0,64.0
E01003027,480.0,2.0,43.0,80.0,65.0,129.0,161.0
E01003028,563.0,1.0,93.0,147.0,113.0,111.0,98.0
E01003029,860.0,7.0,316.0,298.0,157.0,53.0,29.0
E01003030,783.0,1.0,198.0,297.0,109.0,99.0,79.0
E01003031,720.0,3.0,187.0,294.0,177.0,45.0,14.0
E01003032,759.0,2.0,222.0,266.0,210.0,29.0,30.0
E01003033,594.0,0.0,72.0,168.0,134.0,92.0,128.0
E01003034,723.0,1.0,192.0,274.0,136.0,72.0,48.0
E01003035,710.0,2.0,211.0,225.0,195.0,52.0,25.0
E01003036,737.0,3.0,220.0,248.0,171.0,67.0,28.0
E01003037,606.0,4.0,186.0,218.0,147.0,41.0,10.0
E01003038,689.0,0.0,159.0,249.0,143.0,77.0,61.0
E01003039,945.0,7.0,273.0,387.0,116.0,79.0,83.0
E01003040,594.0,7.0,172.0,250.0,69.0,46.0,50.0
E01003041,678.0,3.0,151.0,353.0,138.0,27.0,6.0
E01003042,502.0,6.0,123.0,203.0,129.0,38.0,3.0
E01003043,685.0,3.0,173.0,151.0,199.0,127.0,32.0
E01003044,606.0,6.0,253.0,229.0,98.0,15.0,5.0
E01003045,728.0,1.0,218.0,200.0,219.0,67.0,23.0
E01003046,743.0,8.0,272.0,277.0,143.0,39.0,4.0
E01003047,751.0,7.0,227.0,303.0,187.0,22.0,5.0
E01003048,741.0,5.0,193.0,293.0,190.0,41.0,19.0
E01003049,668.0,4.0,168.0,252.0,152.0,76.0,16.0
E01003050,773.0,0.0,283.0,265.0,118.0,76.0,31.0
E01003051,675.0,7.0,232.0,205.0,157.0,52.0,22.0
E01003052,758.0,9.0,283.0,182.0,144.0,131.0,9.0
E01003053,757.0,6.0,175.0,276.0,183.0,73.0,44.0
E01003054,819.0,4.0,180.0,396.0,150.0,56.0,33.0
E01003055,790.0,1.0,333.0,297.0,107.0,31.0,21.0
E01003056,838.0,4.0,266.0,283.0,157.0,87.0,41.0
E01003057,724.0,5.0,217.0,273.0,136.0,69.0,24.0
E01003058,820.0,1.0,235.0,265.0,169.0,111.0,39.0
E01003059,625.0,1.0,145.0,191.0,195.0,83.0,10.0
E01003060,632.0,10.0,181.0,160.0,189.0,84.0,8.0
E01003061,568.0,8.0,219.0,192.0,79.0,54.0,16.0
E01003062,795.0,0.0,244.0,337.0,166.0,35.0,13.0
E01003063,664.0,2.0,223.0,163.0,236.0,29.0,11.0
E01003064,660.0,6.0,141.0,259.0,115.0,85.0,54.0
E01003065,666.0,7.0,190.0,261.0,161.0,37.0,10.0
E01003066,741.0,2.0,194.0,282.0,206.0,44.0,13.0
E01003067,599.0,0.0,112.0,196.0,153.0,92.0,46.0
E01003068,657.0,1.0,135.0,227.0,240.0,43.0,11.0
E01003069,520.0,0.0,57.0,101.0,313.0,29.0,20.0
E01003070,655.0,6.0,211.0,181.0,169.0,76.0,12.0
E01003071,1004.0,0.0,332.0,287.0,229.0,93.0,63.0
E01003072,769.0,14.0,191.0,173.0,152.0,128.0,111.0
E01003073,698.0,3.0,185.0,200.0,207.0,79.0,24.0
E01003074,1096.0,1.0,348.0,424.0,210.0,89.0,24.0
E01003075,685.0,10.0,183.0,302.0,151.0,32.0,7.0
E01003076,836.0,1.0,220.0,398.0,154.0,41.0,22.0
E01003077,786.0,4.0,274.0,224.0,206.0,58.0,20.0
E01003078,634.0,0.0,67.0,150.0,191.0,159.0,67.0
E01003079,757.0,8.0,208.0,294.0,185.0,42.0,20.0
E01003080,663.0,3.0,148.0,192.0,238.0,57.0,25.0
E01003081,768.0,1.0,262.0,252.0,134.0,77.0,42.0
E01003082,651.0,2.0,206.0,224.0,184.0,30.0,5.0
E01003083,594.0,1.0,123.0,129.0,210.0,94.0,37.0
E01003084,673.0,5.0,162.0,236.0,112.0,99.0,59.0
E01003085,697.0,1.0,88.0,165.0,314.0,104.0,25.0
E01003086,647.0,6.0,151.0,176.0,248.0,57.0,9.0
E01003087,611.0,1.0,81.0,340.0,165.0,16.0,8.0
E01003088,737.0,4.0,186.0,301.0,178.0,50.0,18.0
E01003089,689.0,2.0,124.0,312.0,179.0,63.0,9.0
E01003090,1043.0,5.0,327.0,393.0,243.0,46.0,29.0
E01003091,668.0,4.0,88.0,341.0,172.0,31.0,32.0
E01003092,717.0,5.0,206.0,254.0,177.0,64.0,11.0
E01003093,949.0,4.0,192.0,529.0,180.0,39.0,5.0
E01003094,675.0,5.0,158.0,286.0,138.0,67.0,21.0
E01003095,760.0,1.0,197.0,283.0,115.0,65.0,99.0
E01003096,926.0,1.0,333.0,263.0,172.0,110.0,47.0
E01003097,724.0,2.0,202.0,261.0,208.0,39.0,12.0
E01003098,645.0,1.0,179.0,203.0,149.0,84.0,29.0
E01003099,666.0,1.0,177.0,266.0,155.0,57.0,10.0
E01003100,878.0,2.0,285.0,390.0,136.0,46.0,19.0
E01003101,685.0,2.0,183.0,325.0,148.0,22.0,5.0
E01003102,844.0,2.0,312.0,332.0,132.0,52.0,14.0
E01003104,777.0,6.0,315.0,281.0,103.0,48.0,24.0
E01003105,780.0,3.0,282.0,246.0,181.0,57.0,11.0
E01003106,911.0,4.0,204.0,448.0,192.0,38.0,25.0
E01003107,929.0,5.0,246.0,394.0,208.0,59.0,17.0
E01003108,755.0,9.0,272.0,360.0,95.0,15.0,4.0
E01003110,849.0,5.0,172.0,311.0,237.0,104.0,20.0
E01003111,638.0,2.0,235.0,107.0,205.0,77.0,12.0
E01003112,771.0,5.0,321.0,230.0,183.0,29.0,3.0
E01003113,817.0,3.0,243.0,343.0,126.0,59.0,43.0
E01003114,765.0,0.0,225.0,251.0,189.0,55.0,45.0
E01003115,669.0,9.0,155.0,289.0,129.0,41.0,46.0
E01003116,634.0,7.0,127.0,152.0,93.0,141.0,114.0
E01003117,841.0,12.0,266.0,243.0,131.0,103.0,86.0
E01003118,688.0,8.0,204.0,217.0,56.0,86.0,117.0
E01003119,813.0,8.0,273.0,331.0,103.0,42.0,56.0
E01003120,961.0,11.0,504.0,264.0,110.0,39.0,33.0
E01003121,691.0,3.0,110.0,401.0,166.0,9.0,2.0
E01003122,870.0,0.0,318.0,338.0,158.0,45.0,11.0
E01003123,683.0,3.0,193.0,248.0,138.0,68.0,33.0
E01003124,619.0,8.0,189.0,251.0,123.0,26.0,22.0
E01003125,692.0,8.0,132.0,320.0,196.0,31.0,5.0
E01003126,645.0,5.0,162.0,277.0,152.0,37.0,12.0
E01003127,755.0,7.0,230.0,253.0,148.0,67.0,50.0
E01003128,664.0,13.0,159.0,330.0,118.0,34.0,10.0
E01003129,808.0,6.0,308.0,211.0,139.0,83.0,61.0
E01003130,739.0,5.0,219.0,236.0,85.0,155.0,39.0
E01003131,617.0,3.0,158.0,202.0,102.0,60.0,92.0
E01003132,536.0,4.0,96.0,167.0,215.0,45.0,9.0
E01003133,765.0,5.0,257.0,260.0,105.0,59.0,79.0
E01003134,619.0,5.0,80.0,183.0,188.0,117.0,46.0
E01003135,724.0,1.0,218.0,201.0,135.0,146.0,23.0
E01003136,735.0,1.0,264.0,295.0,112.0,33.0,30.0
E01003137,676.0,7.0,277.0,249.0,99.0,31.0,13.0
E01003138,689.0,0.0,174.0,263.0,143.0,58.0,51.0
E01003139,542.0,3.0,34.0,107.0,316.0,70.0,12.0
E01003140,492.0,2.0,6.0,34.0,361.0,76.0,13.0
E01003141,723.0,2.0,162.0,226.0,232.0,83.0,18.0
E01003142,453.0,2.0,5.0,30.0,345.0,53.0,18.0
E01003143,516.0,7.0,56.0,78.0,307.0,54.0,14.0
E01003144,520.0,1.0,44.0,70.0,130.0,178.0,97.0
E01003145,783.0,3.0,321.0,228.0,99.0,83.0,49.0
E01003146,524.0,2.0,50.0,106.0,276.0,73.0,17.0
E01003147,797.0,3.0,218.0,222.0,176.0,116.0,62.0
E01003148,762.0,1.0,203.0,262.0,203.0,54.0,39.0
E01003149,694.0,1.0,116.0,239.0,159.0,137.0,42.0
E01003150,769.0,2.0,236.0,339.0,139.0,17.0,36.0
E01003151,820.0,5.0,278.0,307.0,166.0,52.0,12.0
E01003152,761.0,6.0,157.0,211.0,231.0,115.0,41.0
E01003153,929.0,2.0,225.0,458.0,178.0,50.0,16.0
E01003154,786.0,2.0,222.0,231.0,242.0,73.0,16.0
E01003155,750.0,3.0,183.0,207.0,276.0,57.0,24.0
E01003156,665.0,1.0,155.0,211.0,169.0,101.0,28.0
E01003157,577.0,2.0,55.0,128.0,208.0,148.0,36.0
E01003158,737.0,1.0,92.0,352.0,233.0,45.0,14.0
E01003159,599.0,1.0,164.0,200.0,165.0,55.0,14.0
E01003160,558.0,3.0,92.0,256.0,159.0,45.0,3.0
E01003161,498.0,0.0,81.0,180.0,103.0,99.0,35.0
E01003162,830.0,4.0,147.0,383.0,244.0,44.0,8.0
E01003163,588.0,2.0,68.0,151.0,227.0,110.0,30.0
E01003164,935.0,4.0,323.0,321.0,177.0,83.0,27.0
E01003165,712.0,2.0,148.0,215.0,179.0,99.0,69.0
E01003166,1020.0,3.0,349.0,386.0,162.0,61.0,59.0
E01003167,681.0,1.0,92.0,163.0,187.0,125.0,113.0
E01003168,647.0,3.0,159.0,128.0,274.0,73.0,10.0
E01003169,1071.0,3.0,329.0,375.0,186.0,134.0,44.0
E01003170,797.0,1.0,143.0,146.0,270.0,195.0,42.0
E01003171,827.0,7.0,305.0,273.0,130.0,88.0,24.0
E01003172,815.0,1.0,239.0,313.0,144.0,102.0,16.0
E01003173,694.0,8.0,142.0,185.0,241.0,80.0,38.0
E01003174,829.0,12.0,222.0,325.0,205.0,58.0,7.0
E01003175,608.0,5.0,129.0,141.0,232.0,76.0,25.0
E01003176,780.0,6.0,183.0,358.0,174.0,53.0,6.0
E01003177,703.0,0.0,207.0,307.0,83.0,79.0,27.0
E01003178,712.0,9.0,194.0,229.0,102.0,132.0,46.0
E01003179,654.0,3.0,138.0,279.0,159.0,70.0,5.0
E01003180,662.0,3.0,202.0,188.0,182.0,65.0,22.0
E01003181,644.0,5.0,194.0,276.0,142.0,18.0,9.0
E01003182,720.0,0.0,228.0,196.0,173.0,72.0,51.0
E01003183,631.0,2.0,203.0,176.0,164.0,63.0,23.0
E01003184,586.0,2.0,120.0,307.0,139.0,16.0,2.0
E01003185,768.0,1.0,213.0,421.0,112.0,12.0,9.0
E01003186,876.0,3.0,274.0,343.0,131.0,70.0,55.0
E01003187,626.0,6.0,216.0,102.0,241.0,46.0,15.0
E01003188,554.0,1.0,167.0,160.0,169.0,46.0,11.0
E01003189,624.0,2.0,122.0,153.0,327.0,16.0,4.0
E01003190,809.0,6.0,161.0,452.0,166.0,20.0,4.0
E01003191,665.0,4.0,90.0,359.0,196.0,14.0,2.0
E01003192,741.0,2.0,246.0,251.0,216.0,23.0,3.0
E01003193,666.0,3.0,146.0,114.0,351.0,41.0,11.0
E01003194,716.0,2.0,179.0,252.0,235.0,34.0,14.0
E01003195,637.0,1.0,97.0,182.0,297.0,47.0,13.0
E01003196,624.0,4.0,82.0,179.0,335.0,20.0,4.0
E01003197,625.0,1.0,120.0,113.0,364.0,23.0,4.0
E01003198,639.0,2.0,83.0,279.0,143.0,107.0,25.0
E01003199,801.0,1.0,138.0,403.0,139.0,87.0,33.0
E01003200,756.0,5.0,206.0,268.0,179.0,65.0,33.0
E01003201,680.0,5.0,132.0,235.0,156.0,126.0,26.0
E01003202,764.0,1.0,129.0,233.0,315.0,63.0,23.0
E01003203,980.0,21.0,412.0,396.0,121.0,27.0,3.0
E01003204,603.0,1.0,97.0,305.0,128.0,46.0,26.0
E01003205,502.0,5.0,136.0,137.0,168.0,51.0,5.0
E01003206,698.0,0.0,172.0,281.0,104.0,51.0,90.0
